Machine Module SVA1032X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+3.000000000E+09
Stop Frequency,+3.050000000E+09
Format,Log Mag
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
3.000000e+09,-1.571272e+01
3.000250e+09,-1.621715e+01
3.000500e+09,-1.689017e+01
3.000750e+09,-1.707344e+01
3.001000e+09,-1.549905e+01
3.001250e+09,-1.657989e+01
3.001500e+09,-1.609637e+01
3.001750e+09,-1.739107e+01
3.002000e+09,-1.603279e+01
3.002250e+09,-1.688118e+01
3.002500e+09,-1.665266e+01
3.002750e+09,-1.741018e+01
3.003000e+09,-1.506230e+01
3.003250e+09,-1.649692e+01
3.003500e+09,-1.593253e+01
3.003750e+09,-1.556507e+01
3.004000e+09,-1.530784e+01
3.004250e+09,-1.631974e+01
3.004500e+09,-1.588205e+01
3.004750e+09,-1.754375e+01
3.005000e+09,-1.736388e+01
3.005250e+09,-1.798862e+01
3.005500e+09,-1.784290e+01
3.005750e+09,-1.920463e+01
3.006000e+09,-1.773822e+01
3.006250e+09,-1.963783e+01
3.006500e+09,-2.084209e+01
3.006750e+09,-2.066381e+01
3.007000e+09,-2.138011e+01
3.007250e+09,-2.219089e+01
3.007500e+09,-2.224550e+01
3.007750e+09,-2.366269e+01
3.008000e+09,-2.422207e+01
3.008250e+09,-2.219676e+01
3.008500e+09,-2.217344e+01
3.008750e+09,-2.368980e+01
3.009000e+09,-2.321349e+01
3.009250e+09,-2.084133e+01
3.009500e+09,-2.307679e+01
3.009750e+09,-1.994440e+01
3.010000e+09,-2.272394e+01
3.010250e+09,-2.098053e+01
3.010500e+09,-2.226571e+01
3.010750e+09,-2.295478e+01
3.011000e+09,-2.300247e+01
3.011250e+09,-2.169602e+01
3.011500e+09,-2.598663e+01
3.011750e+09,-2.147336e+01
3.012000e+09,-2.371997e+01
3.012250e+09,-2.466931e+01
3.012500e+09,-2.256115e+01
3.012750e+09,-2.309273e+01
3.013000e+09,-2.087558e+01
3.013250e+09,-2.121185e+01
3.013500e+09,-1.963270e+01
3.013750e+09,-1.969964e+01
3.014000e+09,-1.767937e+01
3.014250e+09,-1.778463e+01
3.014500e+09,-1.717061e+01
3.014750e+09,-1.750074e+01
3.015000e+09,-1.789687e+01
3.015250e+09,-1.679817e+01
3.015500e+09,-1.718233e+01
3.015750e+09,-1.599250e+01
3.016000e+09,-1.678737e+01
3.016250e+09,-1.604810e+01
3.016500e+09,-1.640989e+01
3.016750e+09,-1.627061e+01
3.017000e+09,-1.584562e+01
3.017250e+09,-1.640132e+01
3.017500e+09,-1.571235e+01
3.017750e+09,-1.512033e+01
3.018000e+09,-1.578234e+01
3.018250e+09,-1.522925e+01
3.018500e+09,-1.658418e+01
3.018750e+09,-1.591207e+01
3.019000e+09,-1.472462e+01
3.019250e+09,-1.590107e+01
3.019500e+09,-1.633848e+01
3.019750e+09,-1.468232e+01
3.020000e+09,-1.585458e+01
3.020250e+09,-1.459745e+01
3.020500e+09,-1.561794e+01
3.020750e+09,-1.501700e+01
3.021000e+09,-1.511950e+01
3.021250e+09,-1.477857e+01
3.021500e+09,-1.461597e+01
3.021750e+09,-1.767982e+01
3.022000e+09,-1.572265e+01
3.022250e+09,-1.729668e+01
3.022500e+09,-1.722344e+01
3.022750e+09,-1.854765e+01
3.023000e+09,-1.863990e+01
3.023250e+09,-1.827883e+01
3.023500e+09,-1.762033e+01
3.023750e+09,-1.882041e+01
3.024000e+09,-1.969733e+01
3.024250e+09,-1.849854e+01
3.024500e+09,-2.032065e+01
3.024750e+09,-2.106000e+01
3.025000e+09,-1.919391e+01
3.025250e+09,-2.252924e+01
3.025500e+09,-2.140401e+01
3.025750e+09,-2.226293e+01
3.026000e+09,-2.352611e+01
3.026250e+09,-1.960742e+01
3.026500e+09,-2.229063e+01
3.026750e+09,-2.104543e+01
3.027000e+09,-2.393511e+01
3.027250e+09,-2.050146e+01
3.027500e+09,-2.017404e+01
3.027750e+09,-2.098308e+01
3.028000e+09,-2.342033e+01
3.028250e+09,-2.298758e+01
3.028500e+09,-2.146408e+01
3.028750e+09,-2.199726e+01
3.029000e+09,-2.205964e+01
3.029250e+09,-2.221304e+01
3.029500e+09,-2.219226e+01
3.029750e+09,-2.077361e+01
3.030000e+09,-2.124477e+01
3.030250e+09,-2.057049e+01
3.030500e+09,-2.008593e+01
3.030750e+09,-1.887633e+01
3.031000e+09,-1.896271e+01
3.031250e+09,-1.781932e+01
3.031500e+09,-1.676275e+01
3.031750e+09,-1.687326e+01
3.032000e+09,-1.645673e+01
3.032250e+09,-1.638283e+01
3.032500e+09,-1.671445e+01
3.032750e+09,-1.629918e+01
3.033000e+09,-1.510165e+01
3.033250e+09,-1.486287e+01
3.033500e+09,-1.468941e+01
3.033750e+09,-1.548494e+01
3.034000e+09,-1.480912e+01
3.034250e+09,-1.525376e+01
3.034500e+09,-1.486856e+01
3.034750e+09,-1.526179e+01
3.035000e+09,-1.561920e+01
3.035250e+09,-1.490663e+01
3.035500e+09,-1.571074e+01
3.035750e+09,-1.612740e+01
3.036000e+09,-1.667803e+01
3.036250e+09,-1.690255e+01
3.036500e+09,-1.747690e+01
3.036750e+09,-1.695965e+01
3.037000e+09,-1.818799e+01
3.037250e+09,-1.860980e+01
3.037500e+09,-1.932330e+01
3.037750e+09,-1.956769e+01
3.038000e+09,-2.043638e+01
3.038250e+09,-1.886352e+01
3.038500e+09,-1.786567e+01
3.038750e+09,-1.920291e+01
3.039000e+09,-1.798748e+01
3.039250e+09,-1.755924e+01
3.039500e+09,-1.683686e+01
3.039750e+09,-1.760035e+01
3.040000e+09,-1.601298e+01
3.040250e+09,-1.733307e+01
3.040500e+09,-1.663420e+01
3.040750e+09,-1.581374e+01
3.041000e+09,-1.635629e+01
3.041250e+09,-1.561411e+01
3.041500e+09,-1.633292e+01
3.041750e+09,-1.531457e+01
3.042000e+09,-1.517019e+01
3.042250e+09,-1.509975e+01
3.042500e+09,-1.539965e+01
3.042750e+09,-1.508341e+01
3.043000e+09,-1.594623e+01
3.043250e+09,-1.515114e+01
3.043500e+09,-1.512286e+01
3.043750e+09,-1.598221e+01
3.044000e+09,-1.441005e+01
3.044250e+09,-1.533040e+01
3.044500e+09,-1.611576e+01
3.044750e+09,-1.603573e+01
3.045000e+09,-1.560929e+01
3.045250e+09,-1.497564e+01
3.045500e+09,-1.596928e+01
3.045750e+09,-1.666101e+01
3.046000e+09,-1.634459e+01
3.046250e+09,-1.683671e+01
3.046500e+09,-1.761694e+01
3.046750e+09,-1.734231e+01
