Machine Module SVA1032X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+3.100000000E+09
Stop Frequency,+3.150000000E+09
Format,Log Mag
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
3.100000e+09,-1.573374e+01
3.100250e+09,-1.692088e+01
3.100500e+09,-1.786247e+01
3.100750e+09,-1.714589e+01
3.101000e+09,-1.867257e+01
3.101250e+09,-1.761390e+01
3.101500e+09,-2.021694e+01
3.101750e+09,-2.166467e+01
3.102000e+09,-2.157925e+01
3.102250e+09,-2.132043e+01
3.102500e+09,-2.315308e+01
3.102750e+09,-2.109854e+01
3.103000e+09,-2.261381e+01
3.103250e+09,-2.164552e+01
3.103500e+09,-2.350251e+01
3.103750e+09,-2.160148e+01
3.104000e+09,-2.513551e+01
3.104250e+09,-2.320834e+01
3.104500e+09,-2.459761e+01
3.104750e+09,-2.320112e+01
3.105000e+09,-2.602871e+01
3.105250e+09,-2.364668e+01
3.105500e+09,-2.962500e+01
3.105750e+09,-2.627996e+01
3.106000e+09,-2.536761e+01
3.106250e+09,-2.521947e+01
3.106500e+09,-2.572055e+01
3.106750e+09,-2.654954e+01
3.107000e+09,-2.673070e+01
3.107250e+09,-2.685418e+01
3.107500e+09,-3.165035e+01
3.107750e+09,-2.869312e+01
3.108000e+09,-2.852841e+01
3.108250e+09,-2.923463e+01
3.108500e+09,-2.554148e+01
3.108750e+09,-2.726819e+01
3.109000e+09,-2.894808e+01
3.109250e+09,-2.408864e+01
3.109500e+09,-2.632362e+01
3.109750e+09,-2.606063e+01
3.110000e+09,-2.287750e+01
3.110250e+09,-2.408601e+01
3.110500e+09,-2.188010e+01
3.110750e+09,-2.555293e+01
3.111000e+09,-2.596977e+01
3.111250e+09,-2.956049e+01
3.111500e+09,-2.870536e+01
3.111750e+09,-2.731299e+01
3.112000e+09,-3.531770e+01
3.112250e+09,-3.327081e+01
3.112500e+09,-3.117632e+01
3.112750e+09,-2.905915e+01
3.113000e+09,-2.741623e+01
3.113250e+09,-2.433194e+01
3.113500e+09,-2.324604e+01
3.113750e+09,-2.397070e+01
3.114000e+09,-2.145444e+01
3.114250e+09,-2.358057e+01
3.114500e+09,-2.321701e+01
3.114750e+09,-2.215374e+01
3.115000e+09,-2.301944e+01
3.115250e+09,-2.315739e+01
3.115500e+09,-2.219749e+01
3.115750e+09,-2.127386e+01
3.116000e+09,-2.136703e+01
3.116250e+09,-2.517372e+01
3.116500e+09,-2.173728e+01
3.116750e+09,-2.285307e+01
3.117000e+09,-2.269525e+01
3.117250e+09,-2.248422e+01
3.117500e+09,-2.228829e+01
3.117750e+09,-2.267241e+01
3.118000e+09,-2.347438e+01
3.118250e+09,-2.835475e+01
3.118500e+09,-2.403995e+01
3.118750e+09,-2.895733e+01
3.119000e+09,-2.850167e+01
3.119250e+09,-2.458111e+01
3.119500e+09,-2.400009e+01
3.119750e+09,-2.395473e+01
3.120000e+09,-2.328424e+01
3.120250e+09,-2.201603e+01
3.120500e+09,-2.370184e+01
3.120750e+09,-2.244583e+01
3.121000e+09,-2.108150e+01
3.121250e+09,-2.157386e+01
3.121500e+09,-1.921585e+01
3.121750e+09,-1.904284e+01
3.122000e+09,-1.973305e+01
3.122250e+09,-1.981435e+01
3.122500e+09,-1.835468e+01
3.122750e+09,-1.815622e+01
3.123000e+09,-1.717794e+01
3.123250e+09,-1.746315e+01
3.123500e+09,-1.953178e+01
3.123750e+09,-1.928634e+01
3.124000e+09,-1.909027e+01
3.124250e+09,-2.059734e+01
3.124500e+09,-2.115282e+01
3.124750e+09,-2.226084e+01
3.125000e+09,-2.309183e+01
3.125250e+09,-2.360872e+01
3.125500e+09,-2.332188e+01
3.125750e+09,-2.358231e+01
3.126000e+09,-2.472242e+01
3.126250e+09,-2.417752e+01
3.126500e+09,-2.495523e+01
3.126750e+09,-2.318877e+01
3.127000e+09,-2.248548e+01
3.127250e+09,-2.580410e+01
3.127500e+09,-2.233609e+01
3.127750e+09,-2.584265e+01
3.128000e+09,-2.286606e+01
3.128250e+09,-2.280501e+01
